LOB-RiskID,Program,Tranche,FileName,Program ID,Allocation method,Spend USD 2020,Spend USD 2021,Spend USD 2022,Spend USD 2023,Spend USD 2024,Spend USD 2025,Spend USD 2026
GO-LOCDM,"Atmospheric Corrosion, Mains and Services",Service - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C020,% of Total Cost (specify to the right),0.04273694290425737,0.04273694290425737,0.04273694290425737,0.04273694290425737,0.04273694290425737,0.04273694290425737,0.04273694290425737
GO-LOCDM,"Atmospheric Corrosion, Mains and Services",Service - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C020,% of Total Cost (specify to the right),0.04435963538324914,0.04435963538324914,0.04435963538324914,0.04435963538324914,0.04435963538324914,0.04435963538324914,0.04435963538324914
GO-LOCDM,"Atmospheric Corrosion, Mains and Services",Service - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C020,% of Total Cost (specify to the right),0.118942679481898,0.118942679481898,0.118942679481898,0.118942679481898,0.118942679481898,0.118942679481898,0.118942679481898
GO-LOCDM,"Atmospheric Corrosion, Mains and Services",Service - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C020,% of Total Cost (specify to the right),0.1639607422305955,0.1639607422305955,0.1639607422305955,0.1639607422305955,0.1639607422305955,0.1639607422305955,0.1639607422305955
GO-LOCDM,"Atmospheric Corrosion, Mains and Services",Riser - Indoor - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C020,% of Total Cost (specify to the right),0.002802763340499061,0.002802763340499061,0.002802763340499061,0.002802763340499061,0.002802763340499061,0.002802763340499061,0.002802763340499061
GO-LOCDM,"Atmospheric Corrosion, Mains and Services",Riser - Indoor - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C020,% of Total Cost (specify to the right),0.004920252932052572,0.004920252932052572,0.004920252932052572,0.004920252932052572,0.004920252932052572,0.004920252932052572,0.004920252932052572
GO-LOCDM,"Atmospheric Corrosion, Mains and Services",Riser - Outdoor - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C020,% of Total Cost (specify to the right),0.04074610023401997,0.04074610023401997,0.04074610023401997,0.04074610023401997,0.04074610023401997,0.04074610023401997,0.04074610023401997
GO-LOCDM,"Atmospheric Corrosion, Mains and Services",Riser - Outdoor - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C020,% of Total Cost (specify to the right),0.1151788484040382,0.1151788484040382,0.1151788484040382,0.1151788484040382,0.1151788484040382,0.1151788484040382,0.1151788484040382
GO-LOCDM,"Atmospheric Corrosion, Mains and Services",Riser - Indoor - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C020,% of Total Cost (specify to the right),0.001682979468829084,0.001682979468829084,0.001682979468829084,0.001682979468829084,0.001682979468829084,0.001682979468829084,0.001682979468829084
GO-LOCDM,"Atmospheric Corrosion, Mains and Services",Riser - Indoor - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C020,% of Total Cost (specify to the right),0.004730213747312852,0.004730213747312852,0.004730213747312852,0.004730213747312852,0.004730213747312852,0.004730213747312852,0.004730213747312852
GO-LOCDM,"Atmospheric Corrosion, Mains and Services",Riser - Outdoor - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C020,% of Total Cost (specify to the right),0.04307282170943427,0.04307282170943427,0.04307282170943427,0.04307282170943427,0.04307282170943427,0.04307282170943427,0.04307282170943427
GO-LOCDM,"Atmospheric Corrosion, Mains and Services",Riser - Outdoor - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C020,% of Total Cost (specify to the right),0.156866020163814,0.156866020163814,0.156866020163814,0.156866020163814,0.156866020163814,0.156866020163814,0.156866020163814
GO-LOCDM,Electrically Connected Isolated Steel Services,Service - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C022,% of Total Cost (specify to the right),0.05775262554629375,0.05775262554629375,0.05775262554629375,0.05775262554629375,0.05775262554629375,0.05775262554629375,0.05775262554629375
GO-LOCDM,Electrically Connected Isolated Steel Services,Service - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C022,% of Total Cost (specify to the right),0.05994545322060695,0.05994545322060695,0.05994545322060695,0.05994545322060695,0.05994545322060695,0.05994545322060695,0.05994545322060695
GO-LOCDM,Electrically Connected Isolated Steel Services,Service - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C022,% of Total Cost (specify to the right),0.1607333506512135,0.1607333506512135,0.1607333506512135,0.1607333506512135,0.1607333506512135,0.1607333506512135,0.1607333506512135
GO-LOCDM,Electrically Connected Isolated Steel Services,Service - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C022,% of Total Cost (specify to the right),0.2215685705818859,0.2215685705818859,0.2215685705818859,0.2215685705818859,0.2215685705818859,0.2215685705818859,0.2215685705818859
GO-LOCDM,Electrically Connected Isolated Steel Services,Riser - Indoor - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C022,% of Total Cost (specify to the right),0.003787518027701434,0.003787518027701434,0.003787518027701434,0.003787518027701434,0.003787518027701434,0.003787518027701434,0.003787518027701434
GO-LOCDM,Electrically Connected Isolated Steel Services,Riser - Indoor - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C022,% of Total Cost (specify to the right),0.006648990448719693,0.006648990448719693,0.006648990448719693,0.006648990448719693,0.006648990448719693,0.006648990448719693,0.006648990448719693
GO-LOCDM,Electrically Connected Isolated Steel Services,Riser - Outdoor - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C022,% of Total Cost (specify to the right),0.05506229761354051,0.05506229761354051,0.05506229761354051,0.05506229761354051,0.05506229761354051,0.05506229761354051,0.05506229761354051
GO-LOCDM,Electrically Connected Isolated Steel Services,Riser - Outdoor - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C022,% of Total Cost (specify to the right),0.1556470924378895,0.1556470924378895,0.1556470924378895,0.1556470924378895,0.1556470924378895,0.1556470924378895,0.1556470924378895
GO-LOCDM,Electrically Connected Isolated Steel Services,Riser - Indoor - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C022,% of Total Cost (specify to the right),0.002274296579498762,0.002274296579498762,0.002274296579498762,0.002274296579498762,0.002274296579498762,0.002274296579498762,0.002274296579498762
GO-LOCDM,Electrically Connected Isolated Steel Services,Riser - Indoor - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C022,% of Total Cost (specify to the right),0.006392180739611962,0.006392180739611962,0.006392180739611962,0.006392180739611962,0.006392180739611962,0.006392180739611962,0.006392180739611962
GO-LOCDM,Electrically Connected Isolated Steel Services,Riser - Outdoor - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C022,% of Total Cost (specify to the right),0.05820651582355982,0.05820651582355982,0.05820651582355982,0.05820651582355982,0.05820651582355982,0.05820651582355982,0.05820651582355982
GO-LOCDM,Electrically Connected Isolated Steel Services,Riser - Outdoor - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C022,% of Total Cost (specify to the right),0.2119811083294784,0.2119811083294784,0.2119811083294784,0.2119811083294784,0.2119811083294784,0.2119811083294784,0.2119811083294784
GO-LOCDM,Preventive Maintenance Gas Services,Service - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.0193898781672754,0.0193898781672754,0.0193898781672754,0.0193898781672754,0.0193898781672754,0.0193898781672754,0.0193898781672754
GO-LOCDM,Preventive Maintenance Gas Services,Service - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.01992726011415584,0.01992726011415584,0.01992726011415584,0.01992726011415584,0.01992726011415584,0.01992726011415584,0.01992726011415584
GO-LOCDM,Preventive Maintenance Gas Services,Service - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.0534734262105663,0.0534734262105663,0.0534734262105663,0.0534734262105663,0.0534734262105663,0.0534734262105663,0.0534734262105663
GO-LOCDM,Preventive Maintenance Gas Services,Service - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.07194978308597327,0.07194978308597327,0.07194978308597327,0.07194978308597327,0.07194978308597327,0.07194978308597327,0.07194978308597327
GO-LOCDM,Preventive Maintenance Gas Services,Service - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.04600233220402807,0.04600233220402807,0.04600233220402807,0.04600233220402807,0.04600233220402807,0.04600233220402807,0.04600233220402807
GO-LOCDM,Preventive Maintenance Gas Services,Service - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.06264029927523482,0.06264029927523482,0.06264029927523482,0.06264029927523482,0.06264029927523482,0.06264029927523482,0.06264029927523482
GO-LOCDM,Preventive Maintenance Gas Services,Service - Plastic Installed >= 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.1005419768707224,0.1005419768707224,0.1005419768707224,0.1005419768707224,0.1005419768707224,0.1005419768707224,0.1005419768707224
GO-LOCDM,Preventive Maintenance Gas Services,Service - Plastic Installed >= 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.1260750440720439,0.1260750440720439,0.1260750440720439,0.1260750440720439,0.1260750440720439,0.1260750440720439,0.1260750440720439
GO-LOCDM,Preventive Maintenance Gas Services,Riser - Indoor - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.00124791407268273,0.00124791407268273,0.00124791407268273,0.00124791407268273,0.00124791407268273,0.00124791407268273,0.00124791407268273
GO-LOCDM,Preventive Maintenance Gas Services,Riser - Indoor - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.002190713995129381,0.002190713995129381,0.002190713995129381,0.002190713995129381,0.002190713995129381,0.002190713995129381,0.002190713995129381
GO-LOCDM,Preventive Maintenance Gas Services,Riser - Indoor - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.002220552982273681,0.002220552982273681,0.002220552982273681,0.002220552982273681,0.002220552982273681,0.002220552982273681,0.002220552982273681
GO-LOCDM,Preventive Maintenance Gas Services,Riser - Indoor - Plastic Installed >= 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.004151821887303329,0.004151821887303329,0.004151821887303329,0.004151821887303329,0.004151821887303329,0.004151821887303329,0.004151821887303329
GO-LOCDM,Preventive Maintenance Gas Services,Riser - Outdoor - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.01814196409459267,0.01814196409459267,0.01814196409459267,0.01814196409459267,0.01814196409459267,0.01814196409459267,0.01814196409459267
GO-LOCDM,Preventive Maintenance Gas Services,Riser - Outdoor - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.05128271221543693,0.05128271221543693,0.05128271221543693,0.05128271221543693,0.05128271221543693,0.05128271221543693,0.05128271221543693
GO-LOCDM,Preventive Maintenance Gas Services,Riser - Outdoor - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.04378177922175439,0.04378177922175439,0.04378177922175439,0.04378177922175439,0.04378177922175439,0.04378177922175439,0.04378177922175439
GO-LOCDM,Preventive Maintenance Gas Services,Riser - Outdoor - Plastic Installed >= 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.09639015498341905,0.09639015498341905,0.09639015498341905,0.09639015498341905,0.09639015498341905,0.09639015498341905,0.09639015498341905
GO-LOCDM,Preventive Maintenance Gas Services,Riser - Indoor - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.0007493368180040323,0.0007493368180040323,0.0007493368180040323,0.0007493368180040323,0.0007493368180040323,0.0007493368180040323,0.0007493368180040323
GO-LOCDM,Preventive Maintenance Gas Services,Riser - Indoor - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.00210610015364977,0.00210610015364977,0.00210610015364977,0.00210610015364977,0.00210610015364977,0.00210610015364977,0.00210610015364977
GO-LOCDM,Preventive Maintenance Gas Services,Riser - Indoor - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.001865427008514058,0.001865427008514058,0.001865427008514058,0.001865427008514058,0.001865427008514058,0.001865427008514058,0.001865427008514058
GO-LOCDM,Preventive Maintenance Gas Services,Riser - Indoor - Plastic Installed >= 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.001817936789537919,0.001817936789537919,0.001817936789537919,0.001817936789537919,0.001817936789537919,0.001817936789537919,0.001817936789537919
GO-LOCDM,Preventive Maintenance Gas Services,Riser - Outdoor - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.01917792329615181,0.01917792329615181,0.01917792329615181,0.01917792329615181,0.01917792329615181,0.01917792329615181,0.01917792329615181
GO-LOCDM,Preventive Maintenance Gas Services,Riser - Outdoor - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.0698436829323235,0.0698436829323235,0.0698436829323235,0.0698436829323235,0.0698436829323235,0.0698436829323235,0.0698436829323235
GO-LOCDM,Preventive Maintenance Gas Services,Riser - Outdoor - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.06077487226672076,0.06077487226672076,0.06077487226672076,0.06077487226672076,0.06077487226672076,0.06077487226672076,0.06077487226672076
GO-LOCDM,Preventive Maintenance Gas Services,Riser - Outdoor - Plastic Installed >= 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C023,% of Total Cost (specify to the right),0.124257107282506,0.124257107282506,0.124257107282506,0.124257107282506,0.124257107282506,0.124257107282506,0.124257107282506
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Main - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.0115852045914651,0.0115852045914651,0.0115852045914651,0.0115852045914651,0.0115852045914651,0.0115852045914651,0.0115852045914651
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Main - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.01373293433242185,0.01373293433242185,0.01373293433242185,0.01373293433242185,0.01373293433242185,0.01373293433242185,0.01373293433242185
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Main - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.09393982805865117,0.09393982805865117,0.09393982805865117,0.09393982805865117,0.09393982805865117,0.09393982805865117,0.09393982805865117
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Main - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.1741565937470692,0.1741565937470692,0.1741565937470692,0.1741565937470692,0.1741565937470692,0.1741565937470692,0.1741565937470692
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Main - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.01359916087089296,0.01359916087089296,0.01359916087089296,0.01359916087089296,0.01359916087089296,0.01359916087089296,0.01359916087089296
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Main - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.01819425482889972,0.01819425482889972,0.01819425482889972,0.01819425482889972,0.01819425482889972,0.01819425482889972,0.01819425482889972
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Main - Plastic Installed >= 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.03278782380760282,0.03278782380760282,0.03278782380760282,0.03278782380760282,0.03278782380760282,0.03278782380760282,0.03278782380760282
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Main - Plastic Installed >= 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.04844399787302547,0.04844399787302547,0.04844399787302547,0.04844399787302547,0.04844399787302547,0.04844399787302547,0.04844399787302547
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Service - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.02858074431546611,0.02858074431546611,0.02858074431546611,0.02858074431546611,0.02858074431546611,0.02858074431546611,0.02858074431546611
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Service - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.05039230951297346,0.05039230951297346,0.05039230951297346,0.05039230951297346,0.05039230951297346,0.05039230951297346,0.05039230951297346
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Service - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.07954406842071789,0.07954406842071789,0.07954406842071789,0.07954406842071789,0.07954406842071789,0.07954406842071789,0.07954406842071789
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Service - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.1862585298341073,0.1862585298341073,0.1862585298341073,0.1862585298341073,0.1862585298341073,0.1862585298341073,0.1862585298341073
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Service - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.03053688242619048,0.03053688242619048,0.03053688242619048,0.03053688242619048,0.03053688242619048,0.03053688242619048,0.03053688242619048
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Service - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.0403790263490383,0.0403790263490383,0.0403790263490383,0.0403790263490383,0.0403790263490383,0.0403790263490383,0.0403790263490383
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Service - Plastic Installed >= 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.0671570104798441,0.0671570104798441,0.0671570104798441,0.0671570104798441,0.0671570104798441,0.0671570104798441,0.0671570104798441
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Service - Plastic Installed >= 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.08297437153086867,0.08297437153086867,0.08297437153086867,0.08297437153086867,0.08297437153086867,0.08297437153086867,0.08297437153086867
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Riser - Indoor - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),9.163094222082328e-05,9.163094222082328e-05,9.163094222082328e-05,9.163094222082328e-05,9.163094222082328e-05,9.163094222082328e-05,9.163094222082328e-05
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Riser - Indoor - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.0001608581807868472,0.0001608581807868472,0.0001608581807868472,0.0001608581807868472,0.0001608581807868472,0.0001608581807868472,0.0001608581807868472
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Riser - Indoor - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),7.453835647939504e-05,7.453835647939504e-05,7.453835647939504e-05,7.453835647939504e-05,7.453835647939504e-05,7.453835647939504e-05,7.453835647939504e-05
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Riser - Indoor - Plastic Installed >= 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.0001393661769591717,0.0001393661769591717,0.0001393661769591717,0.0001393661769591717,0.0001393661769591717,0.0001393661769591717,0.0001393661769591717
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Riser - Outdoor - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.001332115167312896,0.001332115167312896,0.001332115167312896,0.001332115167312896,0.001332115167312896,0.001332115167312896,0.001332115167312896
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Riser - Outdoor - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.003765550323379122,0.003765550323379122,0.003765550323379122,0.003765550323379122,0.003765550323379122,0.003765550323379122,0.003765550323379122
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Riser - Outdoor - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.001469643774764518,0.001469643774764518,0.001469643774764518,0.001469643774764518,0.001469643774764518,0.001469643774764518,0.001469643774764518
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Riser - Outdoor - Plastic Installed >= 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.003235574107266544,0.003235574107266544,0.003235574107266544,0.003235574107266544,0.003235574107266544,0.003235574107266544,0.003235574107266544
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Riser - Indoor - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),9.346322333603387e-05,9.346322333603387e-05,9.346322333603387e-05,9.346322333603387e-05,9.346322333603387e-05,9.346322333603387e-05,9.346322333603387e-05
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Riser - Indoor - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.000262689493294809,0.000262689493294809,0.000262689493294809,0.000262689493294809,0.000262689493294809,0.000262689493294809,0.000262689493294809
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Riser - Indoor - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),5.939176477354371e-05,5.939176477354371e-05,5.939176477354371e-05,5.939176477354371e-05,5.939176477354371e-05,5.939176477354371e-05,5.939176477354371e-05
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Riser - Indoor - Plastic Installed >= 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),5.787976355258913e-05,5.787976355258913e-05,5.787976355258913e-05,5.787976355258913e-05,5.787976355258913e-05,5.787976355258913e-05,5.787976355258913e-05
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Riser - Outdoor - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.002392022499206648,0.002392022499206648,0.002392022499206648,0.002392022499206648,0.002392022499206648,0.002392022499206648,0.002392022499206648
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Riser - Outdoor - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.008711457357590775,0.008711457357590775,0.008711457357590775,0.008711457357590775,0.008711457357590775,0.008711457357590775,0.008711457357590775
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Riser - Outdoor - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.001934960146568524,0.001934960146568524,0.001934960146568524,0.001934960146568524,0.001934960146568524,0.001934960146568524,0.001934960146568524
GO-LOCDM,"Corrective Maintenance, Gas, Main Valve",Riser - Outdoor - Plastic Installed >= 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C024,% of Total Cost (specify to the right),0.003956117743273238,0.003956117743273238,0.003956117743273238,0.003956117743273238,0.003956117743273238,0.003956117743273238,0.003956117743273238
GO-LOCDM,"Maintenance, Preventative, Gas Valves",Main - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C026,% of Total Cost (specify to the right),0.02404320322688914,0.02404320322688914,0.02404320322688914,0.02404320322688914,0.02404320322688914,0.02404320322688914,0.02404320322688914
GO-LOCDM,"Maintenance, Preventative, Gas Valves",Main - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C026,% of Total Cost (specify to the right),0.03186744588768541,0.03186744588768541,0.03186744588768541,0.03186744588768541,0.03186744588768541,0.03186744588768541,0.03186744588768541
GO-LOCDM,"Maintenance, Preventative, Gas Valves",Main - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C026,% of Total Cost (specify to the right),0.1949567967731109,0.1949567967731109,0.1949567967731109,0.1949567967731109,0.1949567967731109,0.1949567967731109,0.1949567967731109
GO-LOCDM,"Maintenance, Preventative, Gas Valves",Main - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C026,% of Total Cost (specify to the right),0.4041325541123146,0.4041325541123146,0.4041325541123146,0.4041325541123146,0.4041325541123146,0.4041325541123146,0.4041325541123146
GO-LOCDM,"Maintenance, Preventative, Gas Valves",Main - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C026,% of Total Cost (specify to the right),0.04368197208348397,0.04368197208348397,0.04368197208348397,0.04368197208348397,0.04368197208348397,0.04368197208348397,0.04368197208348397
