AssetID,AssetType,Commodity,System,InstallDate,AgeYears,ConditionScore,LastMaintenanceDate,InspectionDate,Region,Latitude,Longitude,DiameterInches,Material,CoatingType,SeamType,MAOP_psig,HCA_Flag,ClassLocation,SoilCorrosivityIndex,CPZoneID,CPStatus,LastCPSurveyDate,PipeToSoilPotential_mV,LastILI_Date,ILI_Anomalies_Count,LeakHistoryCount,CorrosionRiskScore_Rubric
A100456,Launcher/Receiver,Gas,Transmission,2016-10-20,8.8,4,2021-12-30,2024-07-07,Central Coast,36.81886849426182,-122.1216675147294,25.779747301101963,Steel,Asphalt Enamel,N/A,176.74967131998702,N,1.0,4.0,CP614,Adequate,2025-05-01,-873.4937585860932,2019-08-27,0.0,1,8.0
A100457,CP Rectifier,Gas,Distribution,2009-06-02,16.2,1,2016-06-12,2023-08-27,East Bay,38.01106832455616,-122.17932563226547,2.0,Steel,N/A,SAW,174.5347120145425,Y,3.0,5.0,CP246,Overprotected,2024-08-09,-877.6799931904927,2024-01-08,4.0,0,9.0
A100458,Gas Distribution Main,Gas,Distribution,1968-12-23,56.6,5,1974-10-07,2025-01-13,East Bay,37.77809223874991,-122.27598109219112,11.592895066646673,Steel,Coal Tar,Seamless,60.0,N,1.0,5.0,CP947,Unknown,2024-08-12,-942.6112478651642,2022-10-30,2.0,0,10.0
A100459,Service Line/Riser,Gas,Transmission,1985-04-04,40.4,3,1987-03-16,2025-02-24,North Bay,38.1751765809049,-122.52417839793038,30.760001933201153,PE,Tape Wrap,Seamless,294.77767030935325,Y,3.0,2.0,CP446,Underprotected,2025-03-02,-909.8036584956028,2020-07-11,0.0,0,8.0
A100460,Gas Distribution Main,Gas,Transmission,1971-03-08,54.4,2,1978-11-12,2025-01-20,East Bay,37.88504576966463,-122.07439035530363,25.99949042399051,Steel,FBE,SAW,264.92288401734504,N,1.0,2.0,CP310,Adequate,2024-08-01,-834.4990934540392,2022-03-28,5.0,0,6.0
A100461,Launcher/Receiver,Gas,Distribution,2012-06-05,13.2,5,2019-05-23,2025-01-13,Sierra,39.016797023254554,-120.64470114165665,14.786023953678345,Steel,N/A,ERW,103.16766677283137,N,1.0,2.0,CP253,Adequate,2025-03-20,-835.4790535620987,2022-05-18,1.0,0,6.0
A100462,Gas Transmission Pipeline,Gas,Transmission,1991-05-17,34.2,1,1995-03-12,2025-04-30,Central Coast,36.62463226956898,-121.96383081426123,25.809020182931693,Steel,None/Unknown,N/A,263.0950751382095,N,1.0,2.0,CP600,Unknown,2025-03-16,-855.1629536537379,2020-02-11,2.0,0,7.0
A100463,Valve Station,Gas,Distribution,1981-07-28,44.0,1,1984-02-19,2025-03-27,Sierra,38.78474633470516,-120.23384632698713,13.232730000293696,Steel,N/A,ERW,148.32382134119467,Y,1.0,4.0,CP392,Adequate,2024-09-06,-949.5975402705606,2022-05-17,2.0,0,8.0
A100464,CP Rectifier,Gas,Transmission,1970-05-08,55.3,3,1977-10-25,2023-10-17,South Bay,37.27859771202806,-122.01604075790732,27.20987263731504,Steel,Asphalt Enamel,N/A,180.03397006890614,N,2.0,2.0,CP266,Overprotected,2025-06-03,-921.5985100536793,2021-03-14,6.0,0,6.0
A100465,Pole,Electric,N/A,1984-09-03,40.9,1,1991-12-02,2024-02-10,North Bay,38.31737211764076,-122.78219123485725,,Copper,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100466,Pipeline Casing,Gas,Distribution,1981-04-30,44.3,5,1988-04-29,2023-10-21,San Francisco,37.48426233165568,-122.4271037068128,21.96778978683877,Steel,None/Unknown,SAW,171.37211962558945,Y,2.0,1.0,CP547,Adequate,2025-01-03,-883.8345577888877,2022-01-20,0.0,0,6.0
A100467,Pipeline Casing,Gas,Transmission,1996-09-27,28.9,1,1998-03-05,2025-06-21,San Francisco,37.75373988638347,-122.36764613921976,26.162320090907212,Steel,FBE,ERW,332.4339470090094,N,1.0,1.0,CP535,Underprotected,2024-12-12,-830.2915823630022,2020-10-13,1.0,0,7.0
A100468,Gas Transmission Pipeline,Gas,Distribution,1980-06-25,45.1,2,1982-10-01,2023-07-18,Central Coast,36.62156395386855,-122.11440034276727,13.734978193492955,Cast Iron,N/A,ERW,153.79025392186264,N,1.0,2.0,CP671,Adequate,2024-12-25,-858.5192720441643,2019-08-12,2.0,0,5.0
A100469,Regulator Station,Gas,Distribution,1979-09-12,45.9,2,1985-04-01,2023-10-03,South Bay,37.43246836705226,-122.10265858245151,17.628156736265286,PE,Tape Wrap,SAW,107.37345003611026,Y,1.0,1.0,CP955,Adequate,2024-07-11,-965.2650437067284,2021-10-12,3.0,0,5.0
A100470,Pipeline Casing,Gas,Transmission,1957-11-16,67.7,2,1960-07-20,2025-01-12,Sierra,39.13228557754849,-120.52354979349349,24.512751796879265,PE,Coal Tar,Seamless,195.4273403400756,N,2.0,3.0,CP959,Adequate,2025-04-29,-907.9825961883759,2023-09-17,2.0,0,7.0
A100471,Service Line/Riser,Gas,Distribution,1967-12-16,57.7,3,1968-07-11,2024-02-19,East Bay,37.92488855320382,-122.08490439225743,2.0,Steel,FBE,ERW,68.11391270584696,N,1.0,5.0,CP428,Underprotected,2025-07-09,-862.6460701156252,2022-02-25,1.0,0,10.0
A100472,Overhead Line,Electric,N/A,1964-03-08,61.4,4,1966-08-25,2023-10-14,San Francisco,37.55627895944865,-122.5533454033021,,Steel,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100473,Anode Bed,Gas,Transmission,1975-02-25,50.5,2,1979-11-23,2023-08-29,North Bay,38.0373499831099,-122.52330135024704,15.237968842947138,Steel,Coal Tar,SAW,242.77554101112798,N,3.0,4.0,CP323,Adequate,2024-07-29,-909.6354270206932,2024-04-16,4.0,0,8.0
A100474,Switchgear,Electric,N/A,1967-04-03,58.4,1,1968-11-21,2024-03-06,North Bay,38.403179837931475,-122.7849077139016,,N/A,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100475,Service Line/Riser,Gas,Transmission,1980-12-03,44.7,1,1989-01-02,2024-01-14,East Bay,37.60770201876543,-122.07705884726018,19.87992365164128,PE,Tape Wrap,ERW,238.80161504151263,N,2.0,5.0,CP561,Overprotected,2024-11-09,-857.4346170362768,2022-07-18,3.0,0,9.0
A100476,Gas Transmission Pipeline,Gas,Transmission,1997-04-14,28.3,4,2001-07-21,2025-02-02,Central Coast,36.494113221439946,-121.89867054685931,23.0540872654281,Steel,Tape Wrap,SAW,282.0478709730485,N,1.0,4.0,CP546,Underprotected,2025-05-15,-825.731435566006,2021-02-18,6.0,0,10.0
A100477,Regulator Station,Gas,Transmission,1997-04-13,28.3,2,2000-11-15,2025-05-05,East Bay,38.03594717359258,-122.15472124411465,27.321817803539286,Steel,FBE,SAW,291.51357620143756,N,2.0,2.0,CP766,Underprotected,2024-10-21,-838.2964168305182,2021-02-23,1.0,0,8.0
A100478,Test Station,Gas,Transmission,2017-06-22,8.1,4,2018-06-09,2024-12-16,East Bay,37.73194822449196,-122.22986164299348,17.078936912282437,Steel,N/A,ERW,203.17458680370925,N,1.0,5.0,CP555,Overprotected,2024-12-11,-965.2674787709789,2022-08-29,0.0,0,8.0
A100479,Substation Equipment,Electric,N/A,2015-09-20,9.9,1,2016-12-17,2024-01-09,San Francisco,37.62088880565842,-122.3170761138542,,Wood,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100480,CP Rectifier,Gas,Transmission,2000-01-09,25.6,5,2006-09-29,2024-08-14,North Bay,38.446505736614185,-122.83838142455299,19.546004508332018,Steel,N/A,Seamless,276.40927814731305,N,3.0,2.0,CP716,Unknown,2025-04-09,-795.3008712464587,2024-02-10,0.0,0,7.0
A100481,Underground Cable,Electric,N/A,1956-06-14,69.2,1,1963-05-10,2024-08-22,South Bay,37.32288247581879,-121.79977430689887,,Composite,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100482,Regulator Station,Gas,Transmission,2002-03-27,23.4,1,2009-07-28,2023-12-22,South Bay,37.29193096547053,-121.81500429493515,8.077794208159201,Steel,Coal Tar,ERW,307.0846154213907,N,1.0,1.0,CP886,Adequate,2025-04-17,-850.8627419326032,2020-02-03,4.0,0,4.0
A100483,Transformer,Electric,N/A,1970-05-28,55.2,4,1975-12-17,2023-11-01,San Francisco,37.98700719378633,-122.57915311881858,,Copper,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100484,Pole,Electric,N/A,1996-12-29,28.6,1,2001-01-26,2023-08-09,San Francisco,37.901282425422856,-122.48466412595823,,Copper,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100485,Switchgear,Electric,N/A,2013-07-22,12.1,4,2018-06-24,2023-11-26,Central Coast,36.58320232431057,-121.77975290694297,,N/A,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100486,Switchgear,Electric,N/A,1982-07-31,43.0,2,1983-10-11,2024-09-15,East Bay,37.77313975915389,-122.17315241182004,,Composite,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100487,Valve Station,Gas,Transmission,1974-12-13,50.7,3,1980-06-15,2024-12-02,San Francisco,37.779624646525775,-122.66361318911476,19.051365755565147,Steel,Asphalt Enamel,Seamless,247.0025569956469,N,2.0,5.0,CP774,Adequate,2024-10-30,-906.3296607484262,2020-11-21,2.0,0,9.0
A100488,Pole,Electric,N/A,2003-11-30,21.7,3,2008-04-05,2024-09-10,Central Coast,36.659464537233774,-121.72254931716121,,N/A,N/A,N/A,,N/A,,4.0,,N/A,,,,,1,
A100489,Pole,Electric,N/A,1981-04-08,44.3,3,1985-04-03,2024-06-29,Central Coast,36.503364449781486,-121.87117593723276,,Composite,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100490,Overhead Line,Electric,N/A,1965-10-22,59.8,5,1972-07-04,2024-12-18,San Francisco,37.51933655281752,-122.53923568144805,,N/A,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100491,Underground Cable,Electric,N/A,2011-09-17,13.9,5,2013-09-20,2024-07-09,Sierra,39.130990665618235,-120.59261560096469,,Wood,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100492,Switchgear,Electric,N/A,2020-04-24,5.3,2,2026-09-15,2023-09-10,North Bay,38.045229685019834,-122.95408034796002,,Aluminum,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100493,Substation Equipment,Electric,N/A,1991-08-21,34.0,3,1998-05-13,2025-01-28,North Bay,38.19811563817312,-122.66378067810088,,N/A,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100494,Transformer,Electric,N/A,2001-08-03,24.0,2,2009-07-21,2024-12-27,San Francisco,37.69575805512613,-122.26979308407324,,N/A,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100495,CP Rectifier,Gas,Distribution,1978-12-26,46.6,4,1980-07-12,2025-06-06,North Bay,38.342351182957955,-122.69489022214441,3.326622549848455,Steel,Tape Wrap,Seamless,118.0646507448319,N,3.0,4.0,CP150,Adequate,2025-06-04,-876.6098300046632,2020-03-21,3.0,0,8.0
A100496,Switchgear,Electric,N/A,1976-10-15,48.8,4,1982-07-25,2024-07-01,East Bay,37.76450086318247,-122.36557446373305,,N/A,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100497,Substation Equipment,Electric,N/A,2002-06-20,23.1,2,2005-01-24,2023-12-18,Central Coast,36.35129973949773,-121.99978162635139,,Wood,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100498,Switchgear,Electric,N/A,1977-07-05,48.1,3,1982-03-19,2025-05-13,Central Coast,36.470999685733595,-121.9372570862526,,N/A,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100499,Launcher/Receiver,Gas,Distribution,2018-04-08,7.3,4,2022-05-13,2023-08-02,East Bay,37.90708309199372,-122.09955385171222,17.49461286200886,PE,N/A,N/A,91.94987935447206,N,2.0,2.0,CP457,Unknown,2025-01-22,-883.7763638533146,2021-02-19,2.0,1,5.0
A100500,CP Rectifier,Gas,Distribution,1997-08-10,28.0,3,1999-09-11,2025-04-25,East Bay,37.68293959096499,-122.19170815887145,2.952103128869986,PE,Tape Wrap,ERW,98.97326644636871,Y,1.0,4.0,CP403,Adequate,2025-07-11,-862.9152583405363,2023-12-02,0.0,0,8.0
A100501,Anode Bed,Gas,Transmission,1986-05-14,39.2,1,1990-07-08,2024-08-31,Central Coast,36.624076579957375,-121.79646731411971,25.521463303220482,PE,Tape Wrap,N/A,234.25723568941044,N,2.0,1.0,CP650,Adequate,2024-09-23,-849.386724130331,2019-12-05,1.0,1,7.0
A100502,Valve Station,Gas,Distribution,1958-07-06,67.1,1,1960-02-20,2023-09-05,San Francisco,37.894723944597075,-122.60131420596149,7.130009002599761,Cast Iron,None/Unknown,SAW,141.961337188774,Y,2.0,5.0,CP613,Unknown,2025-02-07,-933.3770448981244,2021-05-09,3.0,0,10.0
A100503,Underground Cable,Electric,N/A,2000-11-23,24.7,5,2007-03-18,2023-06-29,North Bay,38.47828553476275,-122.73176984385438,,Steel,N/A,N/A,,N/A,,3.0,,N/A,,,,,1,
A100504,Pipeline Casing,Gas,Distribution,1997-06-04,28.2,2,2003-03-18,2023-11-26,Sierra,38.970452780680965,-120.71789947413166,4.1533406744815204,PE,Tape Wrap,Seamless,68.51443561754002,N,2.0,3.0,CP267,Unknown,2024-10-23,-857.5969415679267,2021-05-16,2.0,0,7.0
A100505,Regulator Station,Gas,Transmission,1993-03-19,32.4,1,1998-09-18,2024-11-14,East Bay,37.862863426298844,-122.24176281399998,31.080776176367365,Steel,None/Unknown,SAW,243.01378041370504,N,1.0,4.0,CP213,Underprotected,2024-09-15,-794.4316058116025,2023-03-23,2.0,1,10.0
A100506,Anode Bed,Gas,Transmission,1960-12-28,64.6,1,1964-02-22,2024-05-17,San Francisco,37.74067752239175,-122.28016600520229,31.982246727065494,Steel,Asphalt Enamel,SAW,269.73403251661364,N,4.0,1.0,CP418,Underprotected,2024-09-02,-818.5918696039907,2024-07-09,2.0,0,8.0
A100507,Underground Cable,Electric,N/A,2008-06-16,17.2,3,2015-05-13,2024-04-30,Central Coast,36.57907923971063,-121.65370417831024,,N/A,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100508,Underground Cable,Electric,N/A,1972-09-04,52.9,5,1975-08-25,2025-04-20,Central Coast,36.50452682041206,-121.72003090008434,,Steel,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100509,Valve Station,Gas,Distribution,1992-02-25,33.5,4,1995-03-31,2025-02-05,North Bay,38.235685157164205,-122.59396905120958,15.654162003643783,Steel,Tape Wrap,SAW,113.32496970397816,Y,2.0,3.0,CP742,Unknown,2024-11-13,-834.9315589324428,2020-09-14,3.0,0,10.0
A100510,Substation Equipment,Electric,N/A,1956-02-11,69.5,4,1962-09-16,2024-11-06,South Bay,37.28365234409229,-121.82329197460389,,Wood,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100511,Pipeline Casing,Gas,Distribution,1960-07-15,65.1,3,1968-08-29,2023-09-08,North Bay,38.295933624847926,-122.58603179931691,16.431304395656397,Steel,N/A,SAW,120.74443797779966,N,3.0,4.0,CP827,Underprotected,2025-01-25,-873.8720547633792,2022-06-23,5.0,0,9.0
A100512,Pipeline Casing,Gas,Transmission,1976-07-07,49.1,3,1977-04-25,2024-10-08,North Bay,38.46521971310093,-122.71391477330296,32.526355701552404,Steel,Tape Wrap,SAW,269.99572282530465,Y,1.0,3.0,CP275,Adequate,2024-11-30,-931.7024060356421,2024-05-30,0.0,0,8.0
A100513,Service Line/Riser,Gas,Transmission,1979-08-14,46.0,3,1983-08-14,2024-07-29,Central Coast,36.603661390102815,-121.97350024618383,20.674800790462836,Steel,None/Unknown,ERW,259.94537721991907,Y,1.0,3.0,CP845,Adequate,2025-07-04,-906.7137021127203,2021-05-05,5.0,0,8.0
A100514,Pole,Electric,N/A,1969-04-06,56.4,1,1975-09-28,2024-05-27,Central Coast,36.68070624261013,-121.9513832095629,,Aluminum,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100515,Substation Equipment,Electric,N/A,2010-03-04,15.4,1,2014-06-18,2025-06-16,Central Coast,36.41772753141538,-122.14746712514902,,Steel,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100516,Regulator Station,Gas,Transmission,2005-04-20,20.3,2,2007-03-01,2023-11-27,East Bay,37.77355755654373,-122.12883455458814,27.252436462716773,Steel,Coal Tar,ERW,264.42184265274034,N,2.0,2.0,CP888,Underprotected,2025-04-04,-889.3065806533901,2022-02-27,3.0,0,7.0
A100517,Regulator Station,Gas,Distribution,1998-01-20,27.6,3,2001-06-12,2024-02-10,East Bay,37.60531791733785,-122.2754251255497,19.386261999144352,PE,Tape Wrap,Seamless,131.16928210541977,Y,4.0,1.0,CP373,Overprotected,2024-11-06,-821.9134941879071,2022-09-19,4.0,1,8.0
A100518,Regulator Station,Gas,Distribution,1975-07-09,50.1,3,1979-12-03,2024-03-11,East Bay,38.050188423170894,-122.30712646035796,9.588196490107043,Cast Iron,Asphalt Enamel,Seamless,79.87170047321175,N,2.0,3.0,CP790,Adequate,2024-09-28,-961.9395750943313,2023-06-18,2.0,0,7.0
A100519,Gas Distribution Main,Gas,Transmission,1966-01-15,59.6,5,1966-09-01,2024-06-16,San Francisco,37.70693121525038,-122.3129614336259,28.991590890345986,Steel,Tape Wrap,N/A,249.3991126849735,N,1.0,1.0,CP926,Adequate,2024-07-25,-917.9290719096215,2022-03-20,0.0,0,5.0
A100520,CP Rectifier,Gas,Distribution,1956-02-21,69.5,5,1959-05-30,2023-11-24,Sierra,39.06614424894284,-120.36877860460815,19.312617222908386,Steel,Coal Tar,SAW,115.15367699812771,N,1.0,3.0,CP636,Adequate,2025-04-08,-909.5007706589753,2022-12-27,2.0,0,7.0
A100521,Service Line/Riser,Gas,Distribution,2000-06-01,25.2,5,2003-03-25,2024-09-09,South Bay,37.32596639191971,-121.74964870626142,5.115423166099937,PE,Asphalt Enamel,SAW,60.0,N,1.0,4.0,CP383,Adequate,2025-06-16,-881.6721826591631,2020-01-01,6.0,1,8.0
A100522,CP Rectifier,Gas,Distribution,1971-08-17,54.0,5,1978-07-03,2024-12-13,South Bay,37.395335751754914,-121.80037298623745,7.994849027051077,Steel,FBE,Seamless,60.0,N,1.0,1.0,CP787,Adequate,2024-07-14,-826.3136342649459,2023-06-25,0.0,1,6.0
A100523,Anode Bed,Gas,Distribution,1983-08-10,42.0,1,1987-06-28,2024-01-23,North Bay,38.19445333971491,-122.67030951274249,15.82148552176525,Steel,N/A,Seamless,60.0,N,2.0,5.0,CP929,Adequate,2025-04-20,-832.5754222318947,2022-11-01,1.0,0,9.0
A100524,Test Station,Gas,Distribution,1958-06-28,67.1,4,1964-06-29,2023-12-25,East Bay,37.77216542130832,-122.25924794821834,19.09690252790575,Steel,N/A,N/A,144.79630923297123,N,1.0,1.0,CP610,Adequate,2024-11-04,-889.2441636887321,2024-07-01,5.0,0,4.0
A100525,Gas Distribution Main,Gas,Transmission,2009-04-21,16.3,3,2016-03-06,2024-08-27,North Bay,38.3942369780666,-122.70766722543782,25.09751787690833,PE,None/Unknown,ERW,239.87080262870145,N,2.0,3.0,CP230,Adequate,2025-07-01,-934.5955745433586,2023-06-15,4.0,0,6.0
A100526,Underground Cable,Electric,N/A,2008-10-30,16.8,4,2010-03-31,2024-07-06,Sierra,38.973143524943836,-120.55560929786569,,Copper,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100527,Overhead Line,Electric,N/A,2008-01-22,17.6,1,2014-09-12,2024-02-17,North Bay,38.29936717702562,-122.61450108844897,,Copper,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100528,Underground Cable,Electric,N/A,2017-08-18,8.0,2,2020-01-02,2025-02-21,Sierra,39.02714564605427,-120.38562736388326,,Aluminum,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100529,Transformer,Electric,N/A,2004-11-25,20.7,5,2011-12-06,2023-12-25,Central Coast,36.674915162960595,-121.88872306679777,,Composite,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100530,Test Station,Gas,Distribution,1995-08-13,30.0,4,1999-06-28,2025-03-02,San Francisco,37.562147607787736,-122.31472834203696,16.28804960924372,Steel,Asphalt Enamel,SAW,60.0,N,1.0,2.0,CP543,Adequate,2024-11-25,-839.0614152489943,2020-06-16,0.0,0,7.0
A100531,Underground Cable,Electric,N/A,2014-12-20,10.6,4,2019-05-29,2024-08-19,Central Coast,36.41634322054165,-121.78261676464358,,Aluminum,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100532,Service Line/Riser,Gas,Distribution,1968-10-03,56.9,5,1970-08-24,2025-03-06,South Bay,37.32355375564397,-121.89585467560288,11.182285488034905,PE,Asphalt Enamel,ERW,88.91484174530413,N,3.0,4.0,CP859,Adequate,2024-10-21,-881.8337363482312,2021-11-21,3.0,0,7.0
A100533,Overhead Line,Electric,N/A,1979-05-11,46.3,2,1984-04-07,2023-09-11,Central Coast,36.577060460328994,-121.94471552928944,,Aluminum,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100534,Switchgear,Electric,N/A,1994-10-18,30.8,1,2002-07-12,2024-05-08,East Bay,37.73568248730557,-122.4114421459411,,Steel,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100535,Test Station,Gas,Transmission,1979-01-28,46.5,4,1980-01-29,2023-10-08,North Bay,38.25427858185213,-122.73538007033935,27.24284540097873,PE,N/A,ERW,245.63511771221164,Y,2.0,1.0,CP201,Adequate,2024-09-30,-911.8763738915827,2021-09-26,1.0,0,4.0
A100536,Underground Cable,Electric,N/A,1961-02-02,64.5,1,1966-12-01,2024-02-02,Sierra,39.05653097402985,-120.45794751564789,,Copper,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100537,Substation Equipment,Electric,N/A,1964-10-11,60.8,5,1971-03-14,2023-09-01,Central Coast,36.45554438572423,-121.78916376572194,,Aluminum,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100538,Transformer,Electric,N/A,1978-09-19,46.9,5,1982-09-24,2025-05-20,Central Coast,36.42058520992339,-122.10720337805392,,Steel,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100539,Switchgear,Electric,N/A,2010-02-25,15.5,4,2011-08-23,2023-11-06,Sierra,39.01754234504584,-120.53315824627707,,Wood,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100540,Gas Transmission Pipeline,Gas,Distribution,1994-05-27,31.2,2,2001-10-24,2023-09-05,East Bay,37.72862317713073,-122.35022384427972,6.673760107971509,Steel,Coal Tar,Seamless,60.0,N,1.0,4.0,CP723,Adequate,2025-06-04,-816.2976381328415,2021-02-13,4.0,0,9.0
A100541,Pipeline Casing,Gas,Transmission,2016-03-14,9.4,1,2021-09-20,2025-04-08,South Bay,37.49776649813611,-121.8327299158922,35.749187548695375,Steel,Asphalt Enamel,SAW,294.90063218179347,N,2.0,4.0,CP786,Underprotected,2024-09-12,-1014.9659158913023,2021-02-24,3.0,1,10.0
A100542,Regulator Station,Gas,Transmission,1978-02-26,47.5,2,1983-03-11,2024-07-25,North Bay,38.4384631113676,-122.47681980644855,20.016420113389266,Steel,FBE,Seamless,377.0927479051534,N,2.0,4.0,CP405,Adequate,2025-06-19,-867.7841969559373,2020-08-20,0.0,0,6.0
A100543,Gas Transmission Pipeline,Gas,Distribution,1976-09-06,48.9,5,1983-06-03,2023-06-18,South Bay,37.13774799951677,-121.98113265993112,16.131705631354357,Steel,Asphalt Enamel,ERW,102.31217783687656,Y,2.0,1.0,CP869,Adequate,2025-04-22,-940.3583966260001,2022-07-15,3.0,1,6.0
A100544,Regulator Station,Gas,Transmission,2019-11-20,5.7,4,2024-12-13,2024-02-18,Sierra,39.06998080391531,-120.6427095213434,19.77318954527535,Steel,Coal Tar,Seamless,265.6325266126936,N,1.0,5.0,CP136,Unknown,2024-07-30,-804.3232135322999,2021-06-10,0.0,0,10.0
A100545,Substation Equipment,Electric,N/A,1971-11-19,53.7,4,1977-03-28,2025-05-27,South Bay,37.43516928668913,-121.89125144307171,,Steel,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100546,Gas Distribution Main,Gas,Transmission,1956-05-15,69.2,4,1961-05-20,2023-11-02,San Francisco,37.92251570582432,-122.33077498373754,19.273473064502824,N/A,N/A,Seamless,239.12730851356176,N,2.0,1.0,CP342,Underprotected,2025-05-25,-865.2596566606953,2020-09-21,2.0,0,6.0
A100547,Anode Bed,Gas,Distribution,1975-06-19,50.2,2,1980-10-08,2023-06-06,East Bay,37.88261349203162,-122.36462849341066,11.107214094900309,Steel,Asphalt Enamel,Seamless,105.50921688908369,N,2.0,5.0,CP935,Underprotected,2025-01-02,-845.7690327105661,2023-07-15,6.0,0,10.0
A100548,CP Rectifier,Gas,Transmission,1981-05-10,44.3,2,1982-11-01,2024-10-06,San Francisco,37.818378004245496,-122.38253462084155,19.5999129232495,Steel,N/A,Seamless,273.8490893694752,Y,1.0,2.0,CP256,Underprotected,2024-07-11,-898.8621862950548,2022-08-25,1.0,0,8.0
A100549,Anode Bed,Gas,Transmission,1957-02-19,68.5,2,1964-06-26,2025-04-02,South Bay,37.414129091287066,-121.61044972233894,17.778330762852626,Steel,Asphalt Enamel,N/A,246.77229730105353,Y,1.0,1.0,CP646,Unknown,2025-01-03,-940.258905301185,2023-05-31,0.0,1,7.0
A100550,Transformer,Electric,N/A,1972-02-13,53.5,1,1972-09-08,2025-07-14,San Francisco,37.80622467723864,-122.5673682866735,,Wood,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100551,Underground Cable,Electric,N/A,1987-10-11,37.8,1,1995-12-09,2023-06-11,San Francisco,37.75740625634057,-122.23173242856872,,Steel,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100552,Gas Transmission Pipeline,Gas,Transmission,1959-06-03,66.2,4,1967-04-21,2024-06-03,San Francisco,37.83393885231672,-122.33857746184532,16.53648927785362,Steel,None/Unknown,Seamless,216.43372488295856,Y,3.0,3.0,CP154,Adequate,2024-11-28,-948.1005090295739,2022-04-16,0.0,0,9.0
A100553,Valve Station,Gas,Distribution,1991-09-03,33.9,5,1998-09-15,2025-01-07,Central Coast,36.56026594932982,-121.92460259033409,13.094236808497518,Steel,Tape Wrap,N/A,60.0,N,1.0,1.0,CP703,Adequate,2024-11-16,-865.8893985781899,2020-03-13,4.0,0,5.0
A100554,Switchgear,Electric,N/A,1965-11-22,59.7,2,1973-10-10,2023-11-22,South Bay,37.26874781547445,-121.94378401420735,,Copper,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100555,Transformer,Electric,N/A,1976-02-24,49.5,4,1980-05-31,2024-05-15,North Bay,38.28562688873273,-122.48996298874191,,Composite,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100556,Regulator Station,Gas,Transmission,1963-02-01,62.5,3,1966-01-08,2024-01-15,South Bay,37.17229893535078,-121.72846046114299,24.567903622709313,PE,N/A,Seamless,262.4240306270834,Y,4.0,5.0,CP511,Underprotected,2024-09-19,-885.3670322372715,2024-05-14,3.0,0,10.0
A100557,Overhead Line,Electric,N/A,1997-02-06,28.5,4,2000-03-09,2024-11-14,Central Coast,36.84728885384603,-121.74698645812366,,Copper,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100558,Substation Equipment,Electric,N/A,1972-05-15,53.2,3,1978-09-12,2024-01-10,North Bay,38.04310983491641,-122.63526058605686,,Wood,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100559,Transformer,Electric,N/A,1971-10-16,53.8,1,1976-02-16,2023-10-14,South Bay,37.2678275138928,-121.93018119048415,,Wood,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
